Country,States,Population,Birth Rate,Births,Death Rate,Deaths,Inbound Migration,Outbound Migration,Population Growth %
Sweden,Norrbotten,251102.935491777,,,,,,,0.01
Sweden,Skåne,1340122.4054444,,,,,,,0.01
Sweden,Stockholm,975993.146240913,,,,,,,0.01
Sweden,Södermanland,294721.919606299,,,,,,,0.01
Sweden,Uppsala,172417.748465243,,,,,,,0.01
Sweden,Värmland,281507.712633808,,,,,,,0.01
Sweden,Västerbotten,268091.487209154,,,,,,,0.01
Sweden,Västernorrland,245475.421480258,,,,,,,0.01
Sweden,Västmanland,273954.0226873,,,,,,,0.01
Sweden,Västra Götaland,1710156.20396263,,,,,,,0.01
Sweden,Örebro,156003.249181244,,,,,,,0.01
Sweden,Östergötland,450164.117541682,,,,,,,0.01
Switzerland,Zürich,402798.791240001,,,,,,,0.01
Switzerland,Bern,133127.159702038,,,,,,,0.01
Switzerland,Luzern,81599.4532127018,,,,,,,0.01
Switzerland,Uri,36436.3280578778,,,,,,,0.01
Switzerland,Schwyz,159179.539300417,,,,,,,0.01
Switzerland,Obwalden,37844.4566749417,,,,,,,0.01
Switzerland,Nidwalden,43090.9358831219,,,,,,,0.01
Switzerland,Glarus,5892.53821856602,,,,,,,0.01
Switzerland,Zug,30544.7899306591,,,,,,,0.01
Switzerland,Fribourg,38200.4891945971,,,,,,,0.01
Switzerland,Solothurn,16164.4764471626,,,,,,,0.01
Switzerland,Basel-Stadt,178738.325780474,,,,,,,0.01
Switzerland,Basel-Landschaft,288158.320093663,,,,,,,0.01
Switzerland,Schaffhausen,36607.343678274,,,,,,,0.01
Switzerland,Appenzell Ausserrhoden,55239.0454793408,,,,,,,0.01
Switzerland,Appenzell Innerrhoden,16146.4748029104,,,,,,,0.01
Switzerland,St. Gallen,75487.8949890669,,,,,,,0.01
Switzerland,Graubünden; Grisons,35473.240090383,,,,,,,0.01
Switzerland,Aargau,678268.952409879,,,,,,,0.01
Switzerland,Thurgau,276497.254983602,,,,,,,0.01
Switzerland,Ticino,353375.276945481,,,,,,,0.01
Switzerland,Vaud,139420.73455089,,,,,,,0.01
Switzerland,Valais,34713.1706663996,,,,,,,0.01
Switzerland,Neuchâtel,32821.9979285673,,,,,,,0.01
Switzerland,Geneva,203969.63038268,,,,,,,0.01
Switzerland,Jura,73425.7066308382,,,,,,,0.01
Syria,Aleppo Governorate,4600586.21295791,,,,,,,0.01
Syria,Raqqa Governorate,919083.948211503,,,,,,,0.01
Syria,As-Suwayda Governorate,364033.250434154,,,,,,,0.01
Syria,Damascus Governorate,2211243.97281986,,,,,,,0.01
Syria,Daraa Governorate,998091.164651883,,,,,,,0.01
Syria,Deir ez-Zor Governorate,1200609.66248955,,,,,,,0.01
Syria,Hama Governorate,1593145.51632309,,,,,,,0.01
Syria,Hasaka Governorate,1272818.25795067,,,,,,,0.01
Syria,Homs Governorate,1762660.99969833,,,,,,,0.01
Syria,Idlib Governorate,1464133.73251538,,,,,,,0.01
Syria,Latakia Governorate,1278602.78630372,,,,,,,0.01
Syria,Quneitra Governorate,87007.9472191522,,,,,,,0.01
Syria,Rif Dimashq Governorate,2831996.67175249,,,,,,,0.01
Syria,Tartus Governorate,785071.707667063,,,,,,,0.01
Taiwan,Tamsui,162455.838554324,,,,,,,0.01
Taiwan,Gilan,0,,,,,,,0.01
Taiwan,Hsinchu,448247.942520167,,,,,,,0.01
Taiwan,Changwha,235043.468636087,,,,,,,0.01
Taiwan,Yunlin,682128.30491929,,,,,,,0.01
Taiwan,Miaoli,567183.806003359,,,,,,,0.01
Taiwan,Anping,65435.9768568865,,,,,,,0.01
Taiwan,Kagi,270278.686985801,,,,,,,0.01
Taiwan,Fengshan,356539.565968486,,,,,,,0.01
Taiwan,Hengchun,30861.8188877679,,,,,,,0.01
Taiwan,Taitung,106938.767680421,,,,,,,0.01
Tajikistan,Mastchoh,380534.757665371,,,,,,,0.01
Tajikistan,Bobojon Ghafurov,168115.355488959,,,,,,,0.01
Tajikistan,Asht,75906.9332636051,,,,,,,0.01
Tajikistan,Zafarobod,141612.934784274,,,,,,,0.01
Tajikistan,Spitamen,137712.578529623,,,,,,,0.01
Tajikistan,Jabbor Rasulov,43703.9918790453,,,,,,,0.01
Tajikistan,Shahriston,173515.84876463,,,,,,,0.01
Tajikistan,Devashtich,83607.6366381738,,,,,,,0.01
Tajikistan,Ayni,25402.320222603,,,,,,,0.01
Tajikistan,Kuhistoni Mastchoh,25402.320222603,,,,,,,0.01
Tajikistan,Shahrinav,123011.235723628,,,,,,,0.01
Tajikistan,Varzob,82207.5087518886,,,,,,,0.01
Tajikistan,Rasht,127411.637651953,,,,,,,0.01
Tajikistan,Lakhsh,66406.0654638127,,,,,,,0.01
Tajikistan,Rudaki,518247.336194995,,,,,,,0.01
Tajikistan,Fayzobod,103609.463585105,,,,,,,0.01
Tajikistan,Nurobod,82107.4996171539,,,,,,,0.01
Tajikistan,Tojikobod,46004.2019779425,,,,,,,0.01
Tajikistan,Sangvor,23302.1283931752,,,,,,,0.01
Tajikistan,Ibn Sina,0,,,,,,,0.01
Tajikistan,Firdavsi,0,,,,,,,0.01
Tajikistan,Ismail Somoni,0,,,,,,,0.01
Tajikistan,Shohmansur	,0,,,,,,,0.01
Tajikistan,Khuroson,116510.641965875,,,,,,,0.01
Tajikistan,Yovon,234621.430087507,,,,,,,0.01
Tajikistan,Baljuvon,30402.7769593359,,,,,,,0.01
Tajikistan,Khovaling,57905.2890113667,,,,,,,0.01
Tajikistan,Jomi,175816.058863527,,,,,,,0.01
Tajikistan,Danghara,161014.706922798,,,,,,,0.01
Tajikistan,Temurmalik,69806.376044791,,,,,,,0.01
Tajikistan,Mu'minobod,94708.6505937208,,,,,,,0.01
Tajikistan,Kushoniyon,245922.462312522,,,,,,,0.01
Tajikistan,Vakhsh,199318.205526172,,,,,,,0.01
Tajikistan,Vose',216519.776700533,,,,,,,0.01
Tajikistan,Shamsiddin Shohin,55505.0697777349,,,,,,,0.01
Tajikistan,Nosiri Khusrav,39303.5899507204,,,,,,,0.01
Tajikistan,Shahrituz,130011.875155054,,,,,,,0.01
Tajikistan,Qubodiyon,188117.18243589,,,,,,,0.01
Tajikistan,Dusti,117110.696774284,,,,,,,0.01
Tajikistan,Jayhun,139012.697281173,,,,,,,0.01
Tajikistan,Jaloliddin Balkhi,201318.388220865,,,,,,,0.01
Tajikistan,Farkhor,170815.602126794,,,,,,,0.01
Tajikistan,Panj,119710.934277384,,,,,,,0.01
Tajikistan,Hamadoni,148813.59248517,,,,,,,0.01
Tajikistan,Darvoz,24002.1923363178,,,,,,,0.01
Tajikistan,Vanj,34403.1423487222,,,,,,,0.01
Tajikistan,Rushon,25802.3567615416,,,,,,,0.01
Tajikistan,Shughnon,38003.4711991698,,,,,,,0.01
Tajikistan,Roshtqala,27402.5029172961,,,,,,,0.01
Tajikistan,Ishkoshim,32903.0053277023,,,,,,,0.01
Tajikistan,Murghob,15901.4524228105,,,,,,,0.01
Tanzania,Arusha Region,416480.040871702,,,,,,,0.01
Tanzania,Dar es Salaam Region,4364939.68923937,,,,,,,0.01
Tanzania,Dodoma Region,410993.539740159,,,,,,,0.01
Tanzania,Geita Region,1739688.90144978,,,,,,,0.01
Tanzania,Iringa Region,941323.979593797,,,,,,,0.01
Tanzania,Kagera Region,2458247.53387887,,,,,,,0.01
Tanzania,Katavi Region,564655.575077266,,,,,,,0.01
Tanzania,Kigoma Region,2128124.3807592,,,,,,,0.01
Tanzania,Kilimanjaro Region,1640236.8175956,,,,,,,0.01
Tanzania,Lindi Region,864730.983665912,,,,,,,0.01
Tanzania,Manyara Region,1425261.18193537,,,,,,,0.01
Tanzania,Mara Region,1743989.29424338,,,,,,,0.01
Tanzania,Mbeya Region,385314.194214341,,,,,,,0.01
Tanzania,Mjini Magharibi Region (Zanzibar),593732.23091002,,,,,,,0.01
Tanzania,Morogoro Region,315894.853520973,,,,,,,0.01
Tanzania,Mtwara Region,1270970.08914077,,,,,,,0.01
Tanzania,Mwanza Region,706607.540828292,,,,,,,0.01
Tanzania,Njombe Region,702161.134697989,,,,,,,0.01
Tanzania,Pemba North Region,211751.341156384,,,,,,,0.01
Tanzania,Pemba South Region,195133.823328873,,,,,,,0.01
Tanzania,Pwani Region,1098768.36040656,,,,,,,0.01
Tanzania,Rukwa Region,1004630.76197218,,,,,,,0.01
Tanzania,Ruvuma Region,1377016.77533936,,,,,,,0.01
Tanzania,Shinyanga Region,1534948.2006383,,,,,,,0.01
Tanzania,Simiyu Region,1584301.7085385,,,,,,,0.01
Tanzania,Singida Region,1584301.7085385,,,,,,,0.01
Tanzania,Songwe Region,1173774.2113662,,,,,,,0.01
Tanzania,Tabora Region,227019.735756324,,,,,,,0.01
Tanzania,Tanga Region,273356.968152934,,,,,,,0.01
Tanzania,Unguja North Region (Zanzibar),0,,,,,,,0.01
Tanzania,Unguja South Region (Zanzibar),0,,,,,,,0.01
Thailand,"Bangkok 
 
 (special administrative area)",8751799.38062989,,,,,,,0.01
Thailand,Amnat Charoen,276025.211867654,,,,,,,0.01
Thailand,Ang Thong,259023.658962762,,,,,,,0.01
Thailand,Bueng Kan,348031.788876608,,,,,,,0.01
Thailand,Buriram,1247113.91014117,,,,,,,0.01
Thailand,Chachoengsao,798072.895182567,,,,,,,0.01
Thailand,Chai Nat,314028.683066825,,,,,,,0.01
Thailand,Chaiyaphum,954087.145368634,,,,,,,0.01
Thailand,Chanthaburi,544049.692956537,,,,,,,0.01
Thailand,Chiang Mai,1704155.65587856,,,,,,,0.01
Thailand,Chiang Rai,1144104.50136447,,,,,,,0.01
Thailand,Chonburi,1679153.37219489,,,,,,,0.01
Thailand,Chumphon,491044.851547168,,,,,,,0.01
Thailand,Kalasin,914083.491474771,,,,,,,0.01
Thailand,Kamphaeng Phet,773070.611498903,,,,,,,0.01
Thailand,Kanchanaburi,800073.077877261,,,,,,,0.01
Thailand,Khon Kaen,1736158.57899364,,,,,,,0.01
Thailand,Krabi,375034.255254966,,,,,,,0.01
Thailand,Lampang,735067.140299734,,,,,,,0.01
Thailand,Lamphun,406037.087022709,,,,,,,0.01
Thailand,Loei,538049.144872457,,,,,,,0.01
Thailand,Lopburi,777070.976888289,,,,,,,0.01
Thailand,Mae Hong Son,139012.697281173,,,,,,,0.01
Thailand,Maha Sarakham,826075.452908272,,,,,,,0.01
Thailand,Mukdahan,345031.514834568,,,,,,,0.01
Thailand,Nakhon Nayok,278025.394562347,,,,,,,0.01
Thailand,Nakhon Pathom,1079098.56378695,,,,,,,0.01
Thailand,Nakhon Phanom,564051.519903469,,,,,,,0.01
Thailand,Nakhon Ratchasima,2492227.63758766,,,,,,,0.01
Thailand,Nakhon Sawan,975089.063662912,,,,,,,0.01
Thailand,Nakhon Si Thammarat,1537140.40087168,,,,,,,0.01
Thailand,Nan,440040.192832493,,,,,,,0.01
Thailand,Narathiwat,692063.212363831,,,,,,,0.01
Thailand,Nong Bua Lamphu,472043.115947584,,,,,,,0.01
Thailand,Nong Khai,445040.649569226,,,,,,,0.01
Thailand,Nonthaburi,1549141.49703984,,,,,,,0.01
Thailand,Pathum Thani,1495136.56428312,,,,,,,0.01
Thailand,Pattani,630057.548828343,,,,,,,0.01
Thailand,Phang Nga,270024.663783575,,,,,,,0.01
Thailand,Phatthalung,512046.769841447,,,,,,,0.01
Thailand,Phayao,410037.452412096,,,,,,,0.01
Thailand,Phetchabun,477043.572684316,,,,,,,0.01
Thailand,Phetchaburi,914083.491474771,,,,,,,0.01
Thailand,Phichit,539049.236219805,,,,,,,0.01
Thailand,Phitsanulok,893081.573180493,,,,,,,0.01
Thailand,Phra Nakhon Si Ayutthaya,866079.106802135,,,,,,,0.01
Thailand,Phrae,423038.639927601,,,,,,,0.01
Thailand,Phuket,538049.144872457,,,,,,,0.01
Thailand,Prachinburi,611055.813228758,,,,,,,0.01
Thailand,Prachuap Khiri Khan,464042.385168811,,,,,,,0.01
Thailand,Ranong,256023.384920723,,,,,,,0.01
Thailand,Ratchaburi,804073.443266647,,,,,,,0.01
Thailand,Rayong,899082.121264572,,,,,,,0.01
Thailand,Roi Et,1069097.65031348,,,,,,,0.01
Thailand,Sa Kaeo,624057.000744264,,,,,,,0.01
Thailand,Sakon Nakhon,808073.808656033,,,,,,,0.01
Thailand,Samut Prakan,2089190.82460699,,,,,,,0.01
Thailand,Samut Sakhon,968088.424231486,,,,,,,0.01
Thailand,Samut Songkhram,190017.355995849,,,,,,,0.01
Thailand,Saraburi,715065.313352802,,,,,,,0.01
Thailand,Satun,282025.759951734,,,,,,,0.01
Thailand,Sing Buri,205018.726206047,,,,,,,0.01
Thailand,Sisaket,1033094.36180899,,,,,,,0.01
Thailand,Songkhla,1548141.4056925,,,,,,,0.01
Thailand,Sukhothai,616056.26996549,,,,,,,0.01
Thailand,Suphan Buri,862078.741412748,,,,,,,0.01
Thailand,Surat Thani,1053096.18875594,,,,,,,0.01
Thailand,Surin,1107101.12151265,,,,,,,0.01
Thailand,Tak,504046.039062674,,,,,,,0.01
Thailand,Trang,629057.457480996,,,,,,,0.01
Thailand,Trat,274025.029172961,,,,,,,0.01
Thailand,Ubon Ratchathani,1708156.02126794,,,,,,,0.01
Thailand,Udon Thani,1255114.64091995,,,,,,,0.01
Thailand,Uthai Thani,1292118.02077177,,,,,,,0.01
Thailand,Uttaradit,1433130.90074763,,,,,,,0.01
Thailand,Yala,488044.577505128,,,,,,,0.01
Thailand,Yasothon,481043.938073702,,,,,,,0.01
Timor-Leste,Oecusse,68919.2950196946,,,,,,,0.01
Timor-Leste,Liquiçá,71933.5703405972,,,,,,,0.01
Timor-Leste,Dili,42488.8808920192,,,,,,,0.01
Timor-Leste,Manatuto,46623.25852195,,,,,,,0.01
Timor-Leste,Baucau,22978.0987966349,,,,,,,0.01
Timor-Leste,Lautém,12051.1007355261,,,,,,,0.01
Timor-Leste,Bobonaro,17636.6109104568,,,,,,,0.01
Timor-Leste,Ermera,20672.888241001,,,,,,,0.01
Timor-Leste,Aileu,7598.69405713928,,,,,,,0.01
Timor-Leste,Viqueque,15298.3973403605,,,,,,,0.01
Timor-Leste,Cova Lima,65306.9650730787,,,,,,,0.01
Timor-Leste,Ainaro,10601.968373221,,,,,,,0.01
Timor-Leste,Manufahi,9023.82422710816,,,,,,,0.01
Togo,Centrale,617927.440876376,,,,,,,0.01
Togo,Kara,770010.331976023,,,,,,,0.01
Togo,Maritime,2600192.49899046,,,,,,,0.01
Togo,Plateaux,1375290.61767385,,,,,,,0.01
Togo,Savanes,828299.656064771,,,,,,,0.01
Tonga,Kolofo'ou,18065.6500984685,,,,,,,0.01
Tonga,Kolomotu'a,17121.5638665733,,,,,,,0.01
Tonga,Vaini,13000.1874241581,,,,,,,0.01
Tonga,Tatakamotonga,7043.64335936194,,,,,,,0.01
Tonga,Lapaha,7117.65011906559,,,,,,,0.01
Tonga,Nukunuku,8001.73087011995,,,,,,,0.01
Tonga,Kolovai,4098.37434142626,,,,,,,0.01
Tonga,Neiafu,3731.34081695007,,,,,,,0.01
Tonga,Pangaimotu,1242.11345340444,,,,,,,0.01
Tonga,Hahake,0,,,,,,,0.01
Tonga,Leimatu'a,2489.22736354562,,,,,,,0.01
Tonga,Hihifo,1990.18178121968,,,,,,,0.01
Tonga,Motu,745.068053773199,,,,,,,0.01
Tonga,Lifuka,2968.27111892463,,,,,,,0.01
Tonga,Foa,0,,,,,,,0.01
Tonga,Lulunga,500.045673673288,,,,,,,0.01
Tonga,Mu'omu'a,432.039462053721,,,,,,,0.01
Tonga,Ha'ano,135.012331891787,,,,,,,0.01
Tonga,Uiha,695.06348640587,,,,,,,0.01
Tonga,Eua Motu'a,4945.45171262881,,,,,,,0.01
Tonga,Eua Fo'ou,2150.19639679513,,,,,,,0.01
Tonga,Niua Toputapu,1232.11253993097,,,,,,,0.01
Tonga,Niua Fo'ou,493.045034241862,,,,,,,0.01
Trinidad and Tobago,Couva–Tabaquite–Talparo,178426.297280102,,,,,,,0.01
Trinidad and Tobago,Diego Martin,102966.40484876,,,,,,,0.01
Trinidad and Tobago,Mayaro–Rio Claro,35653.2565329054,,,,,,,0.01
Trinidad and Tobago,Penal–Debe,89400.1657220052,,,,,,,0.01
Trinidad and Tobago,Princes Town,102384.351684604,,,,,,,0.01
Trinidad and Tobago,San Juan–Laventille,157272.365101027,,,,,,,0.01
Trinidad and Tobago,Sangre Grande,75772.9210230607,,,,,,,0.01
Trinidad and Tobago,Siparia,86956.9425604375,,,,,,,0.01
Trinidad and Tobago,Tunapuna–Piarco,212844.440999034,,,,,,,0.01
Tunisia,Ariana,576140.624110194,,,,,,,0.01
Tunisia,Béja,303059.681169127,,,,,,,0.01
Tunisia,Ben Arous,631899.717090156,,,,,,,0.01
Tunisia,Bizerte,568270.905297923,,,,,,,0.01
Tunisia,Gabès,374334.191311823,,,,,,,0.01
Tunisia,Gafsa,337361.814291768,,,,,,,0.01
Tunisia,Jendouba,401513.673858661,,,,,,,0.01
Tunisia,Kairouan,570651.122704609,,,,,,,0.01
Tunisia,Kasserine,439283.123682552,,,,,,,0.01
Tunisia,Kebili,156975.337970866,,,,,,,0.01
Tunisia,Kef,243178.211655403,,,,,,,0.01
Tunisia,Mahdia,410849.526586141,,,,,,,0.01
Tunisia,Manouba,379552.667962277,,,,,,,0.01
Tunisia,Medenine,479563.80287963,,,,,,,0.01
Tunisia,Monastir,548878.133981527,,,,,,,0.01
Tunisia,Nabeul,787991.974401314,,,,,,,0.01
Tunisia,Sfax,955508.275173213,,,,,,,0.01
Tunisia,Sidi Bouzid,429951.271320461,,,,,,,0.01
Tunisia,Siliana,223107.378405505,,,,,,,0.01
Tunisia,Sousse,675032.656809865,,,,,,,0.01
Tunisia,Tataouine,149466.652134987,,,,,,,0.01
Tunisia,Tozeur,107921.857474862,,,,,,,0.01
Tunisia,Tunis,1056343.48536077,,,,,,,0.01
Tunisia,Zaghouan,176961.163456239,,,,,,,0.01
Turkey,Adana,2238144.42988079,,,,,,,0.01
Turkey,Adıyaman,626522.225915472,,,,,,,0.01
Turkey,Afyonkarahisar,729549.636336423,,,,,,,0.01
Turkey,Ağrı,536247.980355887,,,,,,,0.01
Turkey,Amasya,337830.857133673,,,,,,,0.01
Turkey,Ankara,5639591.11462974,,,,,,,0.01
Turkey,Antalya,2511929.43713039,,,,,,,0.01
Turkey,Artvin,170890.608977846,,,,,,,0.01
Turkey,Aydın,1111073.48434431,,,,,,,0.01
Turkey,Balıkesir,1228762.23391736,,,,,,,0.01
Turkey,Bilecik,219447.044074217,,,,,,,0.01
Turkey,Bingöl,279837.560083739,,,,,,,0.01
Turkey,Bitlis,348146.799381552,,,,,,,0.01
Turkey,Bolu,316154.877271283,,,,,,,0.01
Turkey,Burdur,270820.736496063,,,,,,,0.01
Turkey,Bursa,3056399.16845281,,,,,,,0.01
Turkey,Çanakkale,542206.524603377,,,,,,,0.01
Turkey,Çankırı,195806.884805638,,,,,,,0.01
Turkey,Çorum,530912.493017793,,,,,,,0.01
Turkey,Denizli,1037302.74619864,,,,,,,0.01
Turkey,Diyarbakır,1756513.43818619,,,,,,,0.01
Turkey,Edirne,413940.80894079,,,,,,,0.01
Turkey,Elazığ,591151.995233866,,,,,,,0.01
Turkey,Erzincan,234768.443515566,,,,,,,0.01
Turkey,Erzurum,762131.612341626,,,,,,,0.01
Turkey,Eskişehir,887556.068486403,,,,,,,0.01
Turkey,Gaziantep,2069553.03091049,,,,,,,0.01
Turkey,Giresun,448440.960150204,,,,,,,0.01
Turkey,Gümüşhane,164536.028556805,,,,,,,0.01
Turkey,Hakkâri,281016.667782261,,,,,,,0.01
Turkey,Hatay,1629042.79514475,,,,,,,0.01
Turkey,Isparta,444954.641713354,,,,,,,0.01
Turkey,Mersin,1840593.11794031,,,,,,,0.01
Turkey,Istanbul,15520684.6438611,,,,,,,0.01
Turkey,İzmir,4367649.93679068,,,,,,,0.01
Turkey,Kars,285436.071446186,,,,,,,0.01
Turkey,Kastamonu,379439.657640027,,,,,,,0.01
Turkey,Kayseri,1407537.56307769,,,,,,,0.01
Turkey,Kırklareli,361869.052758495,,,,,,,0.01
Turkey,Kırşehir,242960.191741682,,,,,,,0.01
Turkey,Kocaeli,1953213.40456501,,,,,,,0.01
Turkey,Konya,2232577.92144146,,,,,,,0.01
Turkey,Kütahya,579309.913589936,,,,,,,0.01
Turkey,Malatya,800238.092949573,,,,,,,0.01
Turkey,Manisa,1440742.59599229,,,,,,,0.01
Turkey,Kahramanmaraş,1154207.42415537,,,,,,,0.01
Turkey,Mardin,838854.620144666,,,,,,,0.01
Turkey,Muğla,983231.807413008,,,,,,,0.01
Turkey,Muş,408846.343617406,,,,,,,0.01
Turkey,Nevşehir,303037.679159486,,,,,,,0.01
Turkey,Niğde,362894.146389525,,,,,,,0.01
Turkey,Ordu,754266.893986093,,,,,,,0.01
Turkey,Rize,343243.351505512,,,,,,,0.01
Turkey,Sakarya,1029744.05579539,,,,,,,0.01
Turkey,Samsun,1348665.18573344,,,,,,,0.01
Turkey,Siirt,330310.170201627,,,,,,,0.01
Turkey,Sinop,218262.935918958,,,,,,,0.01
Turkey,Sivas,639014.366935179,,,,,,,0.01
Turkey,Tekirdağ,1055508.40908574,,,,,,,0.01
Turkey,Tokat,612802.972812573,,,,,,,0.01
Turkey,Trabzon,809047.897628349,,,,,,,0.01
Turkey,Tunceli,84667.7334663611,,,,,,,0.01
Turkey,Şanlıurfa,2073803.41913672,,,,,,,0.01
Turkey,Uşak,370542.845014032,,,,,,,0.01
Turkey,Van,1136860.83973565,,,,,,,0.01
Turkey,Yozgat,421238.475502377,,,,,,,0.01
Turkey,Zonguldak,596107.447859968,,,,,,,0.01
Turkey,Aksaray,416605.052290121,,,,,,,0.01
Turkey,Bayburt,84850.7501829256,,,,,,,0.01
Turkey,Karaman,253302.136364593,,,,,,,0.01
Turkey,Kırıkkale,283042.852851986,,,,,,,0.01
Turkey,Batman,608714.599384619,,,,,,,0.01
Turkey,Şırnak,529663.378924956,,,,,,,0.01
Turkey,Bartın,198267.109520111,,,,,,,0.01
Turkey,Ardahan,97327.8898324214,,,,,,,0.01
Turkey,Iğdır,199460.218497495,,,,,,,0.01
Turkey,Yalova,271000.752938585,,,,,,,0.01
Turkey,Karabük,248980.741652708,,,,,,,0.01
Turkey,Kilis,142503.016083413,,,,,,,0.01
Turkey,Osmaniye,538808.214205094,,,,,,,0.01
Turkey,Düzce,392201.823323517,,,,,,,0.01
Turkmenistan,Ashgabat,1032086.26973088,,,,,,,0.01
Turkmenistan,Ahal Region,939785.839101577,,,,,,,0.01
Turkmenistan,Balkan Region,553550.56075633,,,,,,,0.01
Turkmenistan,Daşoguz Region,1370525.18240374,,,,,,,0.01
Turkmenistan,Lebap Region,1334621.903034,,,,,,,0.01
Turkmenistan,Mary Region,1480535.23061187,,,,,,,0.01
Tuvalu,Funafuti,6152.56196887613,,,,,,,0.01
Tuvalu,Nanumea,512.046769841447,,,,,,,0.01
Tuvalu,Nui,610.055721881412,,,,,,,0.01
Tuvalu,Nukufetau,597.054534365906,,,,,,,0.01
Tuvalu,Nukulaelae,300.027404203973,,,,,,,0.01
Tuvalu,Vaitupu,1061.0969195347,,,,,,,0.01
Tuvalu,Nanumanga,491.044851547168,,,,,,,0.01
Tuvalu,Niulakita,34.0031058097835,,,,,,,0.01
Tuvalu,Niutao,582.053164155707,,,,,,,0.01
Uganda,Buikwe,422809.619009059,,,,,,,0.01
Uganda,Bukomansimbi,151426.831175786,,,,,,,0.01
Uganda,Butambala,100849.211466428,,,,,,,0.01
Uganda,Buvuma,89898.2112129837,,,,,,,0.01
Uganda,Gomba,159936.608450358,,,,,,,0.01
Uganda,Kalangala,54297.9595214876,,,,,,,0.01
Uganda,Kalungu,183248.737757007,,,,,,,0.01
Uganda,Kampala,1507217.66775907,,,,,,,0.01
Uganda,Kayunga,368095.621487075,,,,,,,0.01
Uganda,Kiboga,148231.539321014,,,,,,,0.01
Uganda,Kyankwanzi,214712.611635878,,,,,,,0.01
Uganda,Luweero,456999.741900797,,,,,,,0.01
Uganda,Lwengo,274978.116226983,,,,,,,0.01
Uganda,Lyantonde,93761.5640877836,,,,,,,0.01
Uganda,Masaka,297031.130527322,,,,,,,0.01
Uganda,Mityana,328994.049988518,,,,,,,0.01
Uganda,Mpigi,250570.886894989,,,,,,,0.01
Uganda,Mubende,684399.512369114,,,,,,,0.01
Uganda,Mukono,596858.516461825,,,,,,,0.01
Uganda,Nakaseke,197387.029134446,,,,,,,0.01
Uganda,Nakasongola,181815.606856259,,,,,,,0.01
Uganda,Rakai,516356.163457163,,,,,,,0.01
Uganda,Sembabule,252620.074065702,,,,,,,0.01
Uganda,Wakiso,1997600.4588343,,,,,,,0.01
Uganda,Amuria,270952.748553912,,,,,,,0.01
Uganda,Budaka,207615.963435107,,,,,,,0.01
Uganda,Bududa,210192.198745871,,,,,,,0.01
Uganda,Bugiri,382947.978086519,,,,,,,0.01
Uganda,Bukedea,203618.598319762,,,,,,,0.01
Uganda,Bukwa,89364.1624335007,,,,,,,0.01
Uganda,Bulambuli,174523.940842755,,,,,,,0.01
Uganda,Busia,323691.565664886,,,,,,,0.01
Uganda,Butaleja,224173.475781776,,,,,,,0.01
Uganda,Buyende,323096.511313216,,,,,,,0.01
Uganda,Iganga,504243.057058101,,,,,,,0.01
Uganda,Jinja,471285.046706295,,,,,,,0.01
Uganda,Kaberamaido,215045.642054544,,,,,,,0.01
Uganda,Kaliro,236220.576151913,,,,,,,0.01
Uganda,Kamuli,486363.42395024,,,,,,,0.01
Uganda,Kapchorwa,105195.608461996,,,,,,,0.01
Uganda,Katakwi,166246.184760768,,,,,,,0.01
Uganda,Kibuku,202051.45517847,,,,,,,0.01
Uganda,Kumi,239289.856496919,,,,,,,0.01
Uganda,Kween,93675.5562319117,,,,,,,0.01
Uganda,Luuka,238041.742495431,,,,,,,0.01
Uganda,Manafwa,353857.320974902,,,,,,,0.01
Uganda,Mayuge,473282.229126946,,,,,,,0.01
Uganda,Mbale,489004.665198582,,,,,,,0.01
Uganda,Namayingo,215461.68005504,,,,,,,0.01
Uganda,Namutumba,252585.070868545,,,,,,,0.01
Uganda,Ngora,141931.963924078,,,,,,,0.01
Uganda,Pallisa,386925.341374916,,,,,,,0.01
Uganda,Serere,285929.116480428,,,,,,,0.01
Uganda,Sironko,242444.144606451,,,,,,,0.01
Uganda,Soroti,296860.114906926,,,,,,,0.01
Uganda,Tororo,517129.234068662,,,,,,,0.01
Uganda,Abim,107975.86240762,,,,,,,0.01
Uganda,Adjumani,225271.576081163,,,,,,,0.01
Uganda,Agago,227812.80819477,,,,,,,0.01
Uganda,Alebtong,227561.785266587,,,,,,,0.01
Uganda,Amolatar,147179.443223605,,,,,,,0.01
Uganda,Amudat,105776.661534804,,,,,,,0.01
Uganda,Amuru,186713.054184215,,,,,,,0.01
Uganda,Apac,368659.673006978,,,,,,,0.01
Uganda,Arua,782148.440658768,,,,,,,0.01
Uganda,Dokolo,183109.725059726,,,,,,,0.01
Uganda,Gulu,436384.858957941,,,,,,,0.01
Uganda,Kaabong,167894.335301195,,,,,,,0.01
Uganda,Kitgum,204066.639243373,,,,,,,0.01
Uganda,Koboko,206513.862770331,,,,,,,0.01
Uganda,Kole,239348.861886413,,,,,,,0.01
Uganda,Kotido,181066.538437096,,,,,,,0.01
Uganda,Lamwo,134391.275165084,,,,,,,0.01
Uganda,Lira,408080.273645339,,,,,,,0.01
Uganda,Maracha,186151.002847007,,,,,,,0.01
Uganda,Moroto,103441.44823875,,,,,,,0.01
Uganda,Moyo,139024.698377341,,,,,,,0.01
Uganda,Nakapiripirit,156704.313215734,,,,,,,0.01
Uganda,Napak,142236.991785019,,,,,,,0.01
Uganda,Nebbi,396830.246079037,,,,,,,0.01
